order_id,payment_sequential,payment_type
9095f0efd46352f74ec4937fedfeb0be,2,voucher
b18478bbf9b2283e3d12452f69fd9ce2,2,credit_card
59d02be1c50fb6e6930cafd6ff6a31e5,7,voucher
c6dc29188afdf102454edab964438d2d,2,voucher
e47a63ad65b54953702eae37cb14632b,3,voucher
72b02234375680d174bc9fecfb0fd9fe,2,voucher
714b93bc4ed81c32fbf579f30619f3eb,2,voucher
c27a26005da9b758c804674cc9aa2da1,3,voucher
620b5f7f730ead80c8dba1202716a29f,6,voucher
c063af469224d02e7e9bcb0b1e46583c,2,voucher
1d9a9731b9c10fc9cba74e6f74782e8b,6,voucher
1be51feefcd481bee3118900e6777057,6,voucher
56a726fa0f40d3678696e62aaed9690d,2,voucher
09fd9b0402ed675bbd1ee1e81171ac7c,2,voucher
b8f1d12f21b83fdb91d157f357617d90,2,voucher
3c58bffb70dcf45f12bdf66a3c215905,10,voucher
385949d678cba16e50726d65f1743d7c,3,voucher
9de73f3e6157169ad6c32b9f313c7dcb,2,credit_card
106f6c512adbf8efc43791f75692d25c,2,voucher
7d8db373393c49a61b22e4688965988e,3,voucher
cd68632e7dc6d980f29dc6826a936d03,2,voucher
a0f2abd22194d771e11728852ff988bd,3,voucher
4689b1816de42507a7d63a4617383c59,3,voucher
dadeb032c1f01467182f4f0716bdd141,2,voucher
cafe257a6af47e3a0f99d202c0bbdbf4,4,voucher
b116018d4629bdd3363848a36c42861e,2,voucher
b58c726e8f5ba3196c593b1837d25744,2,voucher
8e5148bee82a7e42c5f9ba76161dc51a,2,voucher
2240d9349c55949c40dbfcc98ece280c,2,voucher
cf6d45bae6017043952a20f3457379fd,2,voucher
8cc424a5c8314e99e6e6027b99655b0f,2,voucher
70498ad5af42884a122355352f008c14,2,credit_card
d6e86df5b1614d493da54c4c87ce7f2d,2,voucher
491a1961ff53513a57fa193570a11311,2,voucher
e4cbb88fcf9a02837b22b1f6f812a9ed,2,voucher
3a17199c5f4688279c69a931b1950c86,2,voucher
aff48f2bfd2432bf92264b9308c424c3,2,voucher
3d0c0f6ab268b67176fd58927a08b69b,2,voucher
ee9ca989fc93ba09a6eddc250ce01742,8,voucher
250eede6202cff2981de57cba5c1b08c,2,voucher
9960ee97c2f8d801a200a01893b3942f,2,voucher
eb999d408b8016b7bd014cf08348fe86,2,voucher
510bff1cf06be1143d3b6698df2fd486,2,credit_card
1590f37cad06b14cb123f6a45b2bdf4c,2,credit_card
a427db09dd194740f13a3a2c7bcf38bc,2,credit_card
2fac55edfd9754d1a0e7ecc67d48d08d,3,voucher
32fbf6c11887296b35662f212b378974,2,voucher
af4e2e186d1553f35c402a9e153f9444,2,voucher
b579612f258cd7fd3094cef8207e6f07,2,voucher
2cbcb371aee438c59b722a21d83597e0,2,voucher
0bd044f3b358bb88951e3ea66eadcc70,2,voucher
0e5f3862d95c44aabc9b2a0f703f9f75,2,voucher
b9fa782d4918580e25b6e3b516a55710,3,voucher
7410535fe6a922518e4f862208c066bf,2,voucher
253bf86c38be4d6ffa40eb641a356d69,2,credit_card
8b1386c62489fa3207c75cddb43f7e5d,4,voucher
dbb0da1abcce904dc52dd60ae31d5c12,6,voucher
9c781d427857ca8dee49b22614eb9e39,2,credit_card
0bbb3f7791a87d0307555e57da3a1ff1,7,voucher
db97652cf517d2cd03db63dec489ca62,2,voucher
55b6cfcdaae4a8dc9629850dc635995d,3,voucher
394ff86ee81814bb5f88c7e8ad2812b3,2,voucher
88986b613097da641340bc366a2d91d4,2,voucher
29182856a24c6eeb1d7b81ba1fe63190,6,voucher
54220fcc516cabe9ec84b210c0765ef2,3,voucher
ed130f481df6a3d6729bee8371261e93,2,voucher
32569fba210ee051f2c62dff9d4344ed,2,voucher
ed0094f95927e35ebb97a275ed02d046,5,voucher
524b32821380cdcaa2b6d3110eebcd7e,5,voucher
48e86fac091ccf24da8a7ebc63ec3111,2,voucher
ed3d229ff5daade6f2f99efc36a7fd05,3,voucher
06bb67936cfa5ac3f449e4f6733de4b1,3,voucher
e5db5ce380f52125b3748bf78fdc7971,2,voucher
52f1efb2a407df9b385cd3960975d107,2,voucher
dceb62e8fa94b46006c9554fed743df0,4,voucher
f338453ca69a4ab210fb2f6184e7f6ce,2,voucher
ffa39020fe7c8a3e907320e1bec4b985,2,voucher
701ddcb0eab1d32958b3638a5e8c4e97,2,voucher
20109f40b1a81ce4ec90a30f1e625046,2,voucher
f75f6ef2200a609b9a11d7650ae623f2,2,voucher
d7d9f1ff0b6aa62f2d4e7fc99e60e8ea,2,debit_card
3efdbf51c992266c11eb3938e67e77da,2,voucher
d6f83d3377bbf1697831ea355301fb87,2,voucher
0731519818400f39a85714db501f1781,2,voucher
30b66faf9517facb67ba9b710f0b9628,4,voucher
02ec4da9d03014f06d711d60eb37cc22,2,voucher
cfa1591318ed6c901b0c80debfd4b811,2,credit_card
4523eafb93144f31a954666165a59423,2,voucher
242efbf997dcc144609030002b91446e,4,voucher
79b49127db2c9bc718a161183671505c,3,voucher
37d928cc42067f69b394747c5c71a260,6,voucher
cf287f639abd10b1630574c4a065d4f1,2,voucher
b87ca4e0ff52f4243bebeb16504f48e5,3,voucher
74aacfe89f7715e9d6655dd55c86da46,2,voucher
5a65cedc025f607cbdb4c5219f648ae3,3,voucher
3d521dbaec823d745bc7657d32442975,3,voucher
b0f445cca9b6a54ff47e8834c16ba6c1,2,voucher
f7a8fae2d2d1ed95f1413db630a42dbe,2,voucher
85d1f27ce2b79aafb89810ff41fc3e72,2,voucher
898ded7ecb1e4d92997856bd8b7a8aa1,2,voucher
167d27116a1c2e0290a505e98f352c3c,2,voucher
6e116aaaf479cdcaa8a1262489a07086,2,voucher
e86b1b2dd48839d7351406434afb578d,2,voucher
b96cb3fd98ba13f5a573fc64dfe1ee10,2,credit_card
20ff9b4b339b20ef47cfcda736a17a52,2,voucher
b60e330e00299aeeafa976b885447190,2,voucher
219170fb08f8e9140c121645abb11cd0,2,voucher
fb662b5ba362e72d75d486ca4d29c9e4,2,voucher
ca7af64c0e6b1a6fc563832581a7c544,2,voucher
4dd3c282d6328a8fb01d1051b830caf5,2,voucher
25f680bf746bec3df11d48318ff015de,2,voucher
74bd06b5f9e79f8761e2b924e65cdfde,3,voucher
3418c754c6d0c412d57cca00b6ccfbe2,2,voucher
b8ccf087dea4fc431e71277cf66ed793,2,voucher
cf101c3abd3c061ca9f78c1bbb1125af,11,voucher
f0eaecfa7f4a74e4227e177eb23ed299,2,voucher
2ca9036cf880a76f0a41894ede902e55,3,voucher
6d58638e32674bebee793a47ac4cbadc,7,voucher
86336bae769e4fb1af25f7bdb4b12cea,2,voucher
7ad0fb12f6d6b5d498db0bbfde6038bd,3,voucher
aa9113495d5498b01ea4a235c64f2849,7,voucher
462240cb1ec4e5db517e73fff57ebfc0,3,voucher
b8226aa72dca6aad3bd514885b7b02e8,2,voucher
315f7759c3f6557f50e47798ccd673a3,2,voucher
add940502d0460714892c63cc13c07eb,2,voucher
0814daa4d12a646aeb73c429d5852f4d,2,voucher
bbc82e918e96057462aa6983e7035fe5,2,voucher
3c8c8b2ae428da4a2bd9c4547354630c,2,voucher
afd71840756746edd2c71bd69b2e904e,2,credit_card
0f286dcb49da58061b9ae488027e4033,2,voucher
dc96a12713fb7cbfd8feac4ab0b8f2a2,8,voucher
03ecec245220b63fd7f68c1737ba99ba,2,voucher
5f244a6504c6895a4ab7c4cafe9b9a43,2,voucher
d21d7411b251f35ead1b210dc946ca70,7,voucher
e17ed9c20d79f29256a4a514e8d07230,2,debit_card
61fa17b757ab7e6e7900e8ea76786e0d,2,voucher
56142b6c34c40cccb3e3ee8308a4ae76,3,voucher
81935e523702224d87bc6b915f51649e,5,voucher
895ab968e7bb0d5659d16cd74cd1650c,17,voucher
753409eb1dc2fceb6dbb2a350a35ffc8,2,voucher
f8033eab5248939afe7fa7feb4ac4866,3,voucher
ccf804e764ed5650cd8759557269dc13,19,voucher
c3a4760791fe90fe58b360dbfc812805,2,debit_card
d744783ed2ace06cac647a9e64dcbcfd,11,voucher
9769f28d910e7304d7bf0fcd32d8ecd6,2,credit_card
21577126c19bf11a0b91592e5844ba78,10,voucher
86e15c44520932e049ca96660a60b776,3,voucher
2aa83d9dae401c1373417afddd15fc5c,2,voucher
29f4481c82fe8804ae3de770fd4012aa,2,credit_card
364f451ee38a4268d7c15d317021eb35,8,voucher
48f2d0b950703bfb145b7c3c0641b4bb,4,voucher
9f738fc8b806bc3d86ccf78855e82eeb,2,credit_card
5352e5739f5e5d0fb4d12c4fd4ca8bf5,2,voucher
355bd8313052b9af88c46a7be6d73003,3,voucher
21cab9105bc6c133b002932a53bcfe85,2,voucher
178358411049ad27f877b8964564528a,6,voucher
092a7de4b983f4ee3e77af64e2f8c9e8,2,voucher
709b96657091eec897b90173afb0b84d,3,voucher
6ceabf34d230c31f161988dd2ff8fa92,2,voucher
c0ad22fb83f1019e8abbdf1d38ffe6aa,3,voucher
bab0f0b79b3da1f56810300638d94112,2,voucher
0dd9baba59537d4782153775157d0a36,3,voucher
a9b929204be626d61a1d60d47e6b52bc,2,voucher
414643c3ed26cd6d93ac777a102a3ac0,2,voucher
52f4d206be495fdbcc211af8b9c1d8ba,2,voucher
80271f9179f6d8df256f964fc2cc1c6a,2,voucher
fa65dad1b0e818e3ccc5cb0e39231352,27,voucher
4bfcba9e084f46c8e3cb49b0fa6e6159,10,voucher
2f8efac9068ded7f96cea13ecf271dd7,2,credit_card
4f08e1d966e9e49ca0677134ce4c2c57,2,voucher
1ed0026cd10a75c686a9caab448154d3,3,voucher
884989e29f137d8ce42518666158b8ce,3,voucher
fdff9c6a7acb0e02d1cea8d18811e251,2,voucher
8bcbe01d44d147f901cd3192671144db,3,voucher
b34369ee8397436dd7ceb8bb7783671d,4,voucher
47aa694d87f6ae4995bd02d6e8d9132d,3,voucher
4336f383d6d1f9c9d968406c7a920fd3,2,voucher
5778366745f5c8c33f8c7f0432373788,4,voucher
723e462ce1ee50e024887c0b403130f3,2,voucher
1b16849c735fb603f647c0e1dbf503c7,3,voucher
b8dc2885c69be5975d9afdfd36b03297,2,voucher
13cc20205a5d08b532f127b6fbf0f370,2,voucher
227881fdf69e55ab7906b7a818dd5e39,2,voucher
08d138a502fa05af63ac4005311484f9,2,voucher
e8a6d329a01bec6edaf5e8bf65b4b9e3,2,voucher
e20048c62eafbe51818f6dd9f3be724e,2,voucher
69f54f52631eb8ea8bec66cb902cf54e,2,voucher
847bbf8a16e79d8128e4fc5f7554d919,2,voucher
ab19eec70d9d0fa0b30f290905c806e5,2,voucher
e20f1823b7c3cea563148b3d9864132f,2,voucher
5bdb3afa1eb436b9c3de3957a486980f,2,voucher
ea7dfe9f928b33cb2e9d8bc99dd7e0f3,2,voucher
db7d019ce87ceb1539bd37353ab408ba,2,voucher
7c7730a9be0a2cd5d43285e6e53476d8,2,voucher
988c4ae9761f28359668d76b84b977fc,2,voucher
615915458e5cdf8939ae422e043ca879,2,credit_card
3b056e92067a43aaa660bc71598dc68e,2,voucher
4017df0a0c73564d88bd596e06e42c2d,2,voucher
4243bef9583d689a9c8fe6f055cef332,2,voucher
a3a38cd51c4d299f206bc73c6daaf2b9,2,credit_card
b50ba114699ad96c55931d8d58b6dbda,2,voucher
88c588c116fd06fb8e48dd83af88ec4a,2,voucher
d7eec17ae2e61fc4dc36f1e1ac4d0ed1,2,voucher
6cac054c444c98466bfa9af759df2f8a,2,voucher
27a940efdd448db29463b53ea0cfa2f4,3,voucher
ab1565bce2736095e4b347db4cfc071f,3,voucher
ac14a1a3d8c2b071a150eb2990b5ecd8,2,voucher
1057bf6391c17f9b6960dd996029e1dc,5,voucher
558664b1fbd872709e44602c70ff9256,4,voucher
14d5f7d2a3755fbd4df406ef4c4b400c,3,voucher
2acdbbb81136709fc5e1f32e11ebd14a,2,voucher
5f8e8bff26bd07b73a3ecf086de33d4a,2,voucher
52eb8ce94864a3bb1be410a545f9ed4c,2,voucher
f5691c2b1ca263490374d13d020bd950,2,debit_card
1b3d11cf9f92c0f7baf627ab059621f8,2,voucher
65d304f392228e0b497f19d67ac76d90,6,voucher
9ce40c402845819d3d1c88eb10a41e4a,2,voucher
9f372562f0d05458a142227656ddfc85,4,voucher
4c4ac3e2dfb16b17d057cf101265b24c,2,voucher
3349d5fc8a511315de279fcce11049f6,4,voucher
d052020616d502036aa7b1303965ada6,2,voucher
67d83bd36ec2c7fb557742fb58837659,7,voucher
3d177fa8a164dd0cb060f3051dc4ae8f,2,voucher
d41f1036712e18ee525939d08b7a1c98,6,voucher
0b47f5e9432bd433f8c5cf64e60e6e5f,6,voucher
1e36204fd8a2e695a35dd5e41cd392d8,2,credit_card
654da57158d96035814657b5143bb11b,3,voucher
20c98a39c44583471ee358e7fa0db82f,2,voucher
013bc77d3ca5fba084a241fdcb307393,2,voucher
7be14973fae210892bdead0de13695e6,2,credit_card
6064862631581009b8eb676bc264d91f,3,voucher
38ceb430670a97a62dda6e748ec94f69,2,voucher
e759e1b127010b3f3da189a919ae300c,2,voucher
497dd86000dbe348d33b6fa239f2521b,2,debit_card
afc091f97bfa9985b6ab413ad1a9891b,5,voucher
2a898874fbdeadc5df2ea8a0b01b85cb,2,voucher
f3ac96719aada8e7d197ff55ddea4d12,2,credit_card
fefbe15ebcd87ab3fb8577e635a8b31c,3,voucher
4a95fefb52a7a5a0d882ba840d33954d,2,voucher
035678e70978296fb0e7469a611c322e,2,voucher
c8c4cee82cc04a8966a13f97e9366b82,2,voucher
a9726615eb24e9b1fa84fe7f8c9a5b54,2,voucher
05e6d57ea1f64b4e9a0b37c669515cfc,2,voucher
76020f0be1e0d6421959f71f724f5048,2,voucher
f221e96b7de74d489ab306e560fb83a1,2,voucher
84253562834802051b3ee018d7daecb4,2,voucher
6ac559b49cbb0d6d7c3eb071891785c7,3,voucher
87088bdc1540ebbba402377ce8cfbbb6,2,voucher
78f74e94c8a2cebb5d569f483d54e8be,2,voucher
a150844c1dfa605f925885746f98fe55,3,voucher
2b101e802b6712f2fc129966a2c518fd,4,voucher
d4618e481090308279190e070dfc3c4b,2,voucher
e3c57d0ebff7edcd11f4f15e59ccc852,2,voucher
7e0887f9493193dc6b5b76f352088c90,2,voucher
4b09fc170c84e10e4caeff4d880db358,2,voucher
fedcd9f7ccdc8cba3a18defedd1a5547,15,voucher
f6cbd0bea76d160391128a43b629ae9f,2,credit_card
44aa72f4eebc8c0ff7a3636f6369201b,3,voucher
7290f24ffc8f84166426d8727c15af13,2,voucher
c5d16e3d5c24cc5fa2200d448d8cb4d7,3,voucher
4fc320374afd63a53d0b5607ef49113c,2,voucher
5720bc11a86749d980e65cac6e3ff08f,2,credit_card
94dccbc39bc2673b3639fc98286c99b0,2,voucher
e8861a9f094841902cf93913969fbb7f,2,voucher
4bfccd93522d928f8732e455310da85b,2,voucher
04c35d9b971c2df38635b6c4a1983c35,2,voucher
1600c77ccd20164d6da4e2285d3ced92,2,voucher
4f53648717b48854fb9db283e2cf5d27,4,voucher
09d048d5bfb9dd1a82f696ce9863e9b0,3,voucher
63638a6806d67773f3adba8534553fff,5,voucher
7f9e8cb77e9702ff5d15ca7dbca58cc4,3,voucher
958e6c2772ed5d52cfea3f7356502973,2,voucher
5f4de9e1f0e55dc0fd443e5f4b2b362a,2,voucher
ddf16d77e858a32f36e10c289a28ef61,3,voucher
fdb64e7a41f724c8b968b87ad729c6ce,2,voucher
a9b67aa415d798b812b40a140b942486,2,voucher
678563117c6bcedcb0f9d98e8f3faf23,3,voucher
f99194329617b84446bef86322b39b74,2,credit_card
27a54410628f54cb15b276a47a14c7d7,2,voucher
0ccb5b7bf95c5b642f3717b08c633361,2,voucher
a0ddb810bd79dc15910dcc56a1c7f3cb,2,voucher
23bab630b11eed4b31aaa2edd31ba773,2,voucher
bfc0058e93f705f5dd29ca7c2499fe0a,2,voucher
5798e78e71a22ca63000082377a15073,2,voucher
61fcbde43b57103de5c19b26489b46f6,2,credit_card
92907309dff7adcd19bbbb29d5fda792,2,voucher
390ea954e6bcedbc2d2a76a506373769,2,voucher
c1bc9f391d11c8c81bc4dbe49a6a892e,2,voucher
b72528954592dd3225bff1b524a08dda,2,voucher
fac5aea2eb44617d8aab053d9172f29a,2,voucher
ca4eb4e29e846ee17d6d1b96b28acabc,2,voucher
1b5e2881604b415e9f8ac15e575dfbf2,2,voucher
4ce809baf1b96894592348ee63179754,3,voucher
8d73d05fe1d2142179985e04712e8485,2,voucher
1cf03b2013a9167bb623e62ac5681f07,2,voucher
3d24c492f9555a79d4d6fd3a22fbee1f,4,voucher
8b83e402930da5b2e9bc93a69dbdf5ac,2,voucher
f3696a8355ea6d1732f4265a3383b707,2,voucher
897b4da63b6edde1a33a9fb7caf1dd10,2,credit_card
91d6d5752d41b6d8cbd20d30b7750459,2,voucher
54e9851195e7b44a91adc2564e4d082c,3,voucher
b5256081b888baa655b51fd3a8446242,2,voucher
58a4317c14bcba43d0cf161f17e9db2b,2,voucher
aa390c2a8b1889cbd84765ef2268fbcc,2,voucher
09026ebcef956ddfbc9af4af7c46d377,2,voucher
13d37da7780bd1fb1eca0512a3e75f00,2,voucher
388de25316d9a1c7eb4ffe3f7d73814d,2,voucher
43b68bc17b7182a73f19829a1cbd4333,2,voucher
e405a05e7cb02776a17ecb51733fa00a,3,voucher
a9119eb77d6200811953803a7b6539e1,2,voucher
e57050216cdcbc40e35c8f5667f7806e,2,credit_card
00bd50cdd31bd22e9081e6e2d5b3577b,3,voucher
96d3715ccba9f1142b73c862c1c9c322,2,voucher
4317fe882d992cda2fb3d51baeb2751c,2,voucher
4faae91a65b5f993113cb0c78ca14a61,2,voucher
bd59d6b6646e18c7a1a97a639ff49e0f,2,voucher
b0980803dc397415a4aee2d3a7c2604d,2,voucher
cd1ddd0a998b40f3335a4b6d9af53e7f,2,voucher
136d740adc5aa0d3ad07f279eeb5b665,2,voucher
99eae747b45fb42516e46311533b3064,2,voucher
fc297415452e5dc0d06afcd16e864ca8,4,voucher
369cb139024a5e7dcc497edd71a6f244,2,voucher
51efa345a1180ca3879442a31b0a265a,3,voucher
b7f12e29e55ecae289d444db518400ed,3,voucher
0ab3d92f71090c758d1df7ff889a9335,2,voucher
b66836a7408ecc382cdd4be702060220,5,voucher
ae940b7edae45de05e43817ff84efbfc,2,voucher
de2acf01121628d8ca0b8c36ef103bd5,2,voucher
5df7dfc7f38c7633632be959cc9bb879,2,voucher
cac1850fae99ea24a8186fad4db365bb,2,voucher
8df2f7a8d9fb8958675f795e2f71f27d,2,voucher
5c8cd93d3a115eb002c7d3c40ab4fe36,2,voucher
3e8a5d740a1e7db9eb5bdc6262644e88,2,voucher
9a2e51589ecc5ce80f0403a55a8f789c,3,voucher
5658e0069bd2fa9423e4d9d94469b7c3,2,voucher
551cf988ddc636bfcd08d383c5c371fd,2,voucher
b5d4eb6b98c48a1d20e7a7663881bdd0,2,voucher
c26f9883d70cd30a8ed31f950604f053,2,voucher
24ceed9729a86f5e36fd61ae94183817,8,voucher
eb0393138e2e8b7164947608489f069e,2,voucher
aa4634ff761133d98df37cc039021823,5,voucher
8f3a46cc0e9d362bf43dd339e4379615,2,voucher
ed241a40fbcff0bd9429886e4b20f142,2,voucher
1b68a09aef174135ac2b4a138c3a1eda,2,voucher
132d901a3191ebd415e9ed346435417e,2,voucher
6553bc307b0ce8eded2609f0008ae2bd,2,credit_card
7caa2aaed7e9a56d1bc1004eb7d296e5,2,voucher
afdc19847d2b39afa2d82a35ec730571,2,voucher
67ad45f6efc3483b12ad1dcc36d868b5,2,voucher
9380357951a13ec61acdce81018dcdaa,3,voucher
a43b47899fae27435d67c19684c2a5d3,2,voucher
a3b8577da20bded7d651b76f6de4e2be,2,voucher
33e70b1305003580be0b34472acce620,4,voucher
c6b349edc99be6b983f26587f770f23d,2,voucher
69cd806f54b86ec97dfbc6e717691e86,3,voucher
9abcdeded6b253b59272fb76b83b1f6a,2,voucher
e7fed674bb29ac98193d392f363cfcf1,2,voucher
17825f24877a9289214c301ae0c9424b,2,voucher
71385d0c646fbc757cfd07df085986d7,2,voucher
2cba7b5e0e9007f221ab7acf2ca260e3,2,credit_card
c729815f323f20bb9e5588021a97bf54,2,credit_card
d289934bddf878e1cac62c95c8ee5402,2,voucher
d79b5d99bedf3d553349fb878a6da83b,2,voucher
0c6a2732270e3f0f66bd73dbde93b59e,2,voucher
a079628ac8002126e75f86b0f87332e4,3,credit_card
6228b5ff5e2a9f1cc96101d4c6c08d10,2,voucher
350fcc9d4ae2e108916f12c7ca8ca8e3,2,voucher
c9b01bef18eb84888f0fd071b8413b38,2,voucher
2f4597354cca1be196ca6b609711c109,2,debit_card
2abe97fe40841c06d48dbde9d9df1279,2,voucher
b5247833e91b546f44ba90190eaee96f,2,voucher
da19f73a444dea9507b737d32d8eef61,2,voucher
3d7d60b10ba4b43cf6f6d5df2e933f67,2,voucher
ccec592b58e122dc2bfc2305152d9603,4,voucher
b306e43825024d6a7727ed3bb863b650,3,voucher
cdf36cd4632fe33085adec5cf3d6b306,2,voucher
4d2e2634819452adb3313ccb5abd344f,2,voucher
e1010fc08b7bc6c1d8c94a956ead0140,2,voucher
398abc38612b5d4dd9f77541c38d06ce,3,voucher
4c08f008753759d67d8ef45942f1a891,3,voucher
c5fd5386640ddd76adc482b72d24a02b,2,voucher
f8303e6eff198d1749d04649a1eb2bb6,2,credit_card
ccc1762fa4bea334f80983e3f3a933b6,2,voucher
63f4e8e0d0a8785a8ba9e4e86e0cbb91,4,voucher
1aae876e8a8dcd3f41f6ec9aae3de9e3,3,voucher
c502117a7895e7931e1362f69676ec36,3,voucher
9b81934297f0b5aab6474d8eb7fb2b4e,2,voucher
41c4b2ff8d7a24e95064ba2b122ec86a,2,credit_card
68b77ee56caee09a1bfcb38270c05173,2,credit_card
923765fdb94682f0fa2229c76ba718fe,2,voucher
17f97d000b0ebd36b6dbdf154b0a3d7f,2,voucher
3fd2bc52f78d2ba4e12276c4ad7578b9,3,voucher
de96144dc55ce453b7dd9b5995a87c6a,2,voucher
846c2255d0eedb2043aa0b3dc470f32b,2,voucher
66460ca7e4dff034a9ac0ec80c7fdea8,2,voucher
ca757dbebcac3d3bbaa4eb7ea0f699c8,2,voucher
8c8005895f46f6c1bdf16697c70e645a,2,credit_card
bed5dfd1b6d819c52dbcf83071564974,3,voucher
186748dbc47f9d6cf119fe3ce8be3ea7,2,voucher
353772de52bcff5f876d8be65bd4f4d9,2,voucher
96dd4c9c90277943c551ab185303685e,2,voucher
8ccbe46ffeae4720eba99d2d2de07542,2,credit_card
c07db2ecf8530bd60659764d866467cf,5,voucher
8c2ce0a5a34c3f1e1a56aee2283a45d4,2,voucher
b03d24bc2c3c00492bf0488341fac11d,2,voucher
3103711a12d2c4c5a35a9fe7b3308543,2,voucher
357f073c68543005a0065892f53ae4f4,3,voucher
257006b4652ed6214a889913fec6a5ca,2,voucher
73df5d6adbeea12c8ae03df93f346e86,5,voucher
ff978de32e717acd3b5abe1fb069d2b6,4,voucher
2f731cfbee2fecc19b83992498f23c25,3,voucher
1c7c8ab324927f5b6e52338bd110bef4,2,voucher
13915b8e35e0ca97dcbdf2cffe7233c5,2,voucher
a65ee79ac9ef387d53a86a7195403fcd,2,voucher
2927b6be262c5528b8135e5d330c00f9,3,voucher
b71ba668b12da5320995cd74acecb2fb,2,voucher
f259ace2918014b4f1e11fc422ed703a,2,voucher
45ed6e85398a87c253db47c2d9f48216,2,voucher
72b13b37a3e90ebef702948d847e881f,2,voucher
a7b5335df0e4011b78171b889fc52a2f,2,voucher
2ac14ce16b95643b222e92188b0ddec5,2,voucher
7e2abfe12599364389f3fcb145141030,2,voucher
8904df7b2c7b44d20e741ca675815130,2,voucher
e47ac2609ce0ccd8dab33391118792fb,8,voucher
f4292190db56513f0a25ed9fa7fd2f10,2,voucher
3a3c98aede7994faf4c5a37cf27877d4,2,voucher
39fe0f3cac902673a46b974f5d4a8528,2,voucher
cf290442e580bf03533aabf4c492b6b5,4,voucher
e5d40f85d5e6270ed8680e3fbff77dbe,2,voucher
e9e55b29d529e773405084277bdf7659,2,voucher
2429083883078c31cf2337ce0dd425ee,2,voucher
b1290930402d6e29a52dbd6efcab1c3e,2,voucher
d192eacb35dd2f0aa30709fe7560ee4a,3,voucher
7b3950b933fe73d96ce4359a1caf38ea,6,voucher
de06e436fbb3dd6e10bafb5f24ed5530,2,voucher
1ceb32dd258e3c9be6212f7dd5688ffc,2,credit_card
